nconst	name	birthYear	deathYear
nm1534888	Luis Da Silva Jr.	1982	
nm1535410	Thomas Pynchon	1937	
nm1535523	Jaden Smith	1998	
nm1535570	Donna Tartt	1963	
nm1535604	Simon Trinder	1978	
nm1536494	Sophie Kinsella	1969	
nm1536605	Jesse Moss	1983	
nm1536988	Yôko Maki	1982	
nm1537339	Mary Burke	1978	
nm1537825	Sam Heughan	1980	
nm1538116	Tisca Chopra	1973	
nm1538675	Emayatzy Corinealdi	1980	
nm1539301	Trevor Gretzky	1992	
nm1539666	Gayatri Joshi	1977	
nm1539788	Divya Khosla Kumar	1987	
nm1540244	Vidya Malvade	1973	
nm1540404	Max Minghella	1985	
nm1541272	Amy Seimetz	1981	
nm1541331	Mirai Shida	1993	
nm1543157	Taylor Cole	1984	
nm1543296	Eri Kitamura	1987	
nm1543455	Chiwa Saitô	1981	
nm1543747	Reed Morano	1977	
nm1543757	Nirav Shah	1974	
nm1543809	Angelo Milli	1975	
nm1544100	Bobby Coleman	1997	
nm1544109	Carlo Corazon	1960	
nm1544217	Cam Gigandet	1982	
nm1544286	Sophie Hunter	1978	
nm1544465	Chancellor Miller	1993	
nm1544871	John W. Bosher	1984	
nm1545471	Jake T. Austin	1994	
nm1546196	Matt Berry	1974	
nm1546300	Diego Boneta	1990	
nm1546686	Alice Lowe	1977	
nm1547579	David Paterson	1966	
nm1547595	Jeremy Steckler	1975	
nm1547859	Kyle Patrick Alvarez	1983	
nm1547913	Ümit Ardabak	1956	
nm1547964	Richard Ayoade	1977	
nm1548028	Zach Bangma	1978	
nm1548493	Jaycee Chan	1982	
nm1548597	David Coggeshall	1976	
nm1548770	Keegan DeWitt	1982	
nm1548905	Jonas Dornbach	1978	
nm1549063	Bingbing Fan	1981	
nm1549394	Valentin Greutert	1974	
nm1549503	Perla Haney-Jardine	1997	
nm1550948	Ruth Negga	1982	
nm1551130	Keke Palmer	1993	
nm1551706	Martial Salomon	1977	
nm1551922	Columbus Short	1982	
nm1552136	Sophie Stuckey	1991	
nm1552693	Kenny Wormald	1984	
nm1552715	Yûma Yamoto	1990	
nm1552919	Flora Cross	1993	
nm1553655	Lene Kaaberbøl	1960	
nm1553725	Kellan Lutz	1985	
nm1553775	Crispian Mills	1973	
nm1554513	Paul Castro	1975	
nm1554995	Christian Rubeck	1980	
nm1555151	Jason Spevack	1997	
nm1555164	Bryan Stevenson	1959	
nm1555287	Michael Mayer	1960	
nm1555340	Alison Brie	1982	
nm1555427	Caitlyn Folley	1987	
nm1555699	Holland Roden	1986	
nm1555781	Linara Washington	1977	
nm1556070	Brad Ableson	1975	
nm1556238	Samuel Anderson	1984	
nm1556320	Katie Cassidy	1986	
nm1556427	Steven Grant	1953	
nm1556962	Cameron Fay	1981	
nm1557215	Shûhei Morita	1978	
nm1557329	Jessica Rothe	1987	
nm1557594	Dan Fogelman	1976	
nm1557652	Bruce McNall	1950	
nm1557969	Aaron Marshall	1978	
nm1558480	Tim Williams	1966	
nm1559594	Y.G. Mahendran	1950	
nm1559927	Booboo Stewart	1994	
nm1559935	Tino Struckmann	1971	
nm1560396	Emma Karwandy	1998	
nm1560525	Hitomi Nabatame	1976	
nm1560977	Cary Joji Fukunaga	1977	
nm1561014	Roland Vuskovic	1968	
nm1561059	Martina Eisenreich	1981	
nm1561424	Clint Carleton	1972	
nm1561561	Tad Hilgenbrink	1981	
nm1561866	Baz Warne	1964	
nm1561982	Pilou Asbæk	1982	
nm1562688	Fritz Böhm	1980	
nm1563090	Nanci Kincaid	1950	
nm1564087	Jenna Dewan	1980	
nm1564564	Kyle Irving	1976	
nm1564659	Stephen Barton	1982	
nm1564800	Hiram Martinez	1978	
nm1564809	Julius Onah	1983	
nm1564963	Brandon Jay McLaren	1982	
nm1565817	Luca Argentero	1978	
nm1566368	Regina Blandón	1990	
nm1566474	Julianna Guill	1987	
nm1567113	Jessica Chastain	1977	
nm1568285	Jean-Dominique Bauby	1952	1997
nm1568493	Paul J. Alessi	1968	
nm1568755	Brian Azzarello	1962	
nm1569276	Chadwick Boseman	1976	2020
nm1569756	Bhaswar Chatterjee	1975	
nm1570568	Erica Durance	1978	
nm1570774	Wynn Everett	1978	
nm1570873	Mem Ferda	1963	
nm1571487	Sunil Grover	1977	
nm1571761	Sian Heder	1977	
nm1571804	Falk Hentschel	1985	
nm1571874	Tushar Hiranandani	1975	
nm1572568	Patrick Kirst	1973	
nm1572716	Danila Kozlovskiy	1985	
nm1572739	Meera Krishnan	1968	
nm1573253	Alexander Ludwig	1992	
nm1573836	Antwan Mills	1971	
nm1573938	Mark Montefiore	1981	
nm1574854	G.V. Prakash Kumar	1987	
nm1575421	Sirine Saba	1975	
nm1576090	Rachel Specter	1980	
nm1576284	Amruta Subhash	1979	
nm1576352	Remy Sweeney	1995	
nm1576700	Mark Towns	1974	
nm1576785	Seiichirô Ujiie	1926	2011
nm1577095	Everette Wallin	1976	
nm1577190	Ye	1977	
nm1577281	Rosalind Wiseman	1969	
nm1577858	Kunal Kapoor	1975	
nm1578335	Michael Arndt	1965	
nm1579091	Jay Jablonski	1977	
nm1579097	Anaïs Jeanneret	1963	
nm1579372	Kesun Loder	1993	
nm1580671	Jon S. Baird	1972	
nm1580811	Ismail Kalkan	1946	
nm1580911	Brian Baumgartner	1972	
nm1580954	Elton Brand	1979	
nm1581380	Gregori J. Martin	1978	
nm1583132	Sam Englebardt	1977	
nm1583636	Jonathan Safran Foer	1977	
nm1583697	Gilles Penso	1967	
nm1584126	Darrick Bachman	1969	
nm1584283	Lauren Bittner	1980	
nm1585377	Andrew Lawrence Henderson	2001	
nm1586772	Stephen Rannazzisi	1978	
nm1587122	Smith Seth	1994	
nm1587166	Andrew Simpson	1989	
nm1587208	Rick Smith	1959	
nm1587232	Bahar Soomekh	1975	
nm1587428	Kendall Toole	1993	
nm1587729	Finn Wittrock	1984	
nm1587813	Steve Zissis	1975	
nm1588066	Robert Sheehan	1988	
nm1588136	Pascal Atuma	1972	
nm1589279	Emily Ratajkowski	1991	
nm1589316	Lindsey Shaw	1989	
nm1589340	Isha Talwar	1987	
nm1589546	Kazuaki Kiriya	1968	
nm1589604	Atticus Ross	1968	
nm1589652	Mehmet Bozkus	1933	
nm1589714	Aarti Bajaj	1973	
nm1589811	Chris Gethard	1980	
nm1589825	Kali Hawk	1986	
nm1590776	Ken Lemberger	1946	
nm1590998	Zach Helm	1975	
nm1591496	Mike Colter	1976	
nm1591757	Liam Falconer	2003	
nm1592163	Karl Hyde	1957	
nm1592225	Rachael Taylor	1984	
nm1593407	Diego Cataño	1990	
nm1594239	Vernon Jordan	1935	2021
nm1594248	Alexandre Astier	1974	
nm1594404	Shannon Lucio	1980	
nm1594672	Peter Stickles	1976	
nm1594757	Russell Wolfe	1964	2015
nm1594832	Denise Boutte	1982	
nm1594999	Francesca Inaudi	1977	
nm1595340	Xin Lee	1969	
nm1595526	John Aboud	1973	
nm1596350	Nawazuddin Siddiqui	1974	
nm1596656	Don Thai Theerathada	1975	
nm1596902	Mandy Bruno Bogue	1981	
nm1597239	Lilly McDowell	1981	
nm1597260	Mircea Monroe	1982	
nm1597316	Adrianne Palicki	1983	
nm1597362	Shreya Reddy	1982	
nm1597463	Claire Tomalin	1933	
nm1597629	Yaron Zilberman	1966	
nm1597822	John Edathattil	1958	
nm1598140	Zach Baylin	1980	
nm1599046	Shruti Haasan	1986	
nm1600160	Joseph White	1978	
nm1601055	Zack Bennett	1988	
nm1601104	Alexander Flores	1990	
nm1601397	Olivia Munn	1980	
nm1601644	Jennifer Lee	1971	
nm1601855	Vijay Patil	1942	2021
nm1601882	Phil Johnston	1971	
nm1602154	Dana Goldberg	1979	
nm1602660	Ben Barnes	1981	
nm1602970	Jordan Foley	1979	
nm1604904	Eva Alexander	1976	
nm1604939	Sian Brooke	1980	
nm1605049	Katherine Jenkins	1980	
nm1605097	Alexandra Lydon	1979	
nm1605114	Christian McKay	1973	
nm1612234	James Runcorn	1974	
nm1613839	Ian Whyte	1971	
nm1614895	Meghna Naidu	1980	
nm1614997	Miko Lazic	1968	
nm1615109	Nicholas Britell	1980	
nm1615610	Allan Loeb	1969	
nm1616124	Amy Baer	1966	
nm1616194	Mitch Cullin	1968	
nm1616937	Alessandra Mastronardi	1986	
nm1617220	Kathy Searle	1981	
nm1617568	Merle Dandridge	1975	
nm1617604	Zeynep Eronat	1963	
nm1617685	Jennifer Hudson	1981	
nm1618886	Swanand Kirkire	1970	
nm1619897	Romain Lacourbas	1977	
nm1620490	Moira Buffini	1965	
nm1620741	Lucien Laviscount	1992	
nm1620989	Antonio Tarver	1968	
nm1621032	Jake Weary	1990	
nm1622140	Ajay Mehra	1955	
nm1622492	Nathan Lanier	1978	
nm1622780	Ryan Warren Smith	1977	
nm1622836	Masahiro Andô	1967	
nm1622973	Amanda Marshall	1978	
nm1625385	Waleed Elgadi	1978	
nm1625746	Tanc Sade	1980	
nm1625874	Yûya Yagira	1990	
nm1625994	Nic Endo	1976	
nm1626125	Samantha Lockwood	1982	
nm1626359	Johan Kling	1962	
nm1626425	Sreenu Vaitla	1972	
nm1626500	Jacques Mesrine	1936	1979
nm1626539	Ana Asensio	1978	
nm1626598	Stein B. Kvae	1969	
nm1627445	Darin Wooldridge	1970	
nm1627748	Jordan Fry	1993	
nm1627901	Blake Shelton	1976	
nm1628077	Brooklynn Proulx	1999	
nm1628079	Leven Rambin	1990	
nm1628115	Juliet Rylance	1979	
nm1628153	Anand Gandhi	1980	
nm1628768	Boris Salchow	1973	
nm1629093	Nico Marzano	1980	
nm1630025	Garrett Gilchrist	1981	
nm1630123	Carly Hugo	1984	
nm1630273	Phyllida Lloyd	1957	
nm1630927	Criss Angel	1967	
nm1630992	Madeline Carroll	1996	
nm1631269	Chloë Grace Moretz	1997	
nm1631435	Aimee Teegarden	1989	
nm1631667	Ramya	1982	
nm1632070	Mitch Morris	1979	
nm1632859	Sada	1984	
nm1633003	Frederic Colier	1963	
nm1633015	Michel Franco	1979	
nm1633043	Alexandre Moors	1972	
nm1633356	Barry L. Levy	1972	
nm1633541	Ranbir Kapoor	1982	
nm1634155	Caroline Blanco	1980	
nm1634758	Vivieno Caldinelli	1974	
nm1634832	Christopher Backus	1981	
nm1635134	Samantha Noble	1984	
nm1635244	Susan Kelechi Watson	1981	
nm1635856	Michael Schumacher	1969	
nm1636742	Leena Yadav	1971	
nm1636956	Tom Wontner	1971	
nm1637057	Gökhan Kirdar	1970	
nm1637637	David W. Collins	1975	
nm1637751	Jordan Blum	1982	
nm1637768	Jim Field Smith	1979	
nm1637852	Holger Tappe	1969	
nm1638217	Sarah Mutch	1984	
nm1638310	Cassandra Steen	1980	
nm1638321	Maya Hawke	1998	
nm1639516	Jade Healy	1981	
nm1639636	Ben Sherwood	1964	
nm1639750	Mark Alan Miller	1981	
nm1640384	Fivel Stewart	1996	
nm1641063	Han Sun Jo	1981	
nm1641117	Alex Pettyfer	1990	
nm1641140	Clive Standen	1981	
nm1641251	Riki Lindhome	1979	
nm1642445	Dan Riddle	1974	
nm1643154	Stephen Wight	1980	
nm1644158	Piotr Glowacki	1980	
nm1644451	Peter J. Eaton	1958	2022
nm1644827	Daniel Lopatin	1982	
nm1645313	Christopher Lowell	1984	
nm1645389	Nico Sentner	1982	
nm1645591	You	1964	
nm1645922	Simon Ravn	1974	
nm1646426	John Wesley Whitton	1978	
nm1648225	Jason Jurman	1979	2014
nm1648520	Katie Leung	1987	
nm1648663	Monica May	1984	
nm1649721	Sammir Dattani	1982	
nm1649756	Burkhard Forstreuter	1959	
nm1650283	Espen Sandberg	1971	
nm1650330	Sue Monk Kidd	1948	
nm1650454	Dries Phlypo	1977	
nm1650545	Julia Marie Newmann	1981	
nm1651315	Priyanka Kothari	1983	
nm1651328	Michelle Acosta-Betts	1977	
nm1652212	George Brett	1953	
nm1652433	Michael Zegen	1979	
nm1652873	Lisa Widén	1975	
nm1653021	Justin Talley	1983	
nm1653291	Justin Gordon	1978	
nm1653460	Vikram K. Kumar	1975	
nm1654324	Mark McQueen	1980	
nm1654465	Claire Cook	1955	
nm1654820	Brett Gentile	1973	
nm1655689	Noriko Eguchi	1980	
nm1656122	Nicole Vicius	1976	
nm1656216	Rotimi Rainwater	1970	
nm1656481	Malhotra P. Siddharth	1978	
nm1656974	Maclain Nelson	1980	
nm1657200	Graham Reznick	1981	
nm1658012	Benji Samit	1984	
nm1658124	Gary Ugarek	1971	
nm1658627	Cole Walliser	1981	
nm1658935	Jack Huston	1982	
nm1658967	Mansoor Ali Khan	1961	
nm1659141	Prabhas	1979	
nm1659221	Sebastian Stan	1982	
nm1659348	Lauren Cohan	1982	
nm1659387	Henri Edmonds	1935	2009
nm1659482	Tina Knowles-Lawson	1954	
nm1659505	David Leveaux	1957	
nm1659547	Carey Mulligan	1985	
nm1659741	David Soren	1973	
nm1659855	Paul Lawler	1971	
nm1660179	Jeremy Shada	1997	
nm1660377	Barry Diller	1942	
nm1660595	Charlie McDowell	1983	
nm1661375	John Lutz	1939	2021
nm1661461	Christie Herring	1986	
nm1661690	Danny Lenihan	1972	
nm1661709	Jonathan Meyers	1981	
nm1662277	Shreyas Talpade	1976	
nm1662547	Amber Moelter	1980	
nm1662644	Antje Traue	1981	
nm1662693	Ricardo de Montreuil	1974	
nm1663205	Sharlto Copley	1973	
nm1663573	Kierston Wareing	1976	
nm1664028	Sebastian Ko	1971	
nm1664042	Roman Vasyanov	1980	
nm1664081	Pat Higgins	1974	
nm1664542	Michael Irvin	1966	
nm1665004	Imtiaz Ali	1971	
nm1665442	Giuseppe Saccà	1982	
nm1665983	Bryan Konietzko	1976	
nm1666018	Anthony Swofford	1970	
nm1666770	Kristian Strand Sinkerud	1978	
nm1666855	Raúl Arévalo	1979	
nm1667095	Stuart Brennan	1982	
nm1667703	Bill Jacobson	1965	
nm1667854	Jake Goldberger	1977	
nm1668265	Matt Long	1980	
nm1668634	Prakash Kovelamudi	1975	
nm1669333	Kim Jackson	1970	
nm1669753	Przemyslaw Bluszcz	1970	
nm1670029	Rupert Friend	1981	
nm1670137	Georgie Henley	1995	
nm1670601	Tom Pelphrey	1982	
nm1670753	Rishabh Shukla	1966	
nm1670886	Travis Van Winkle	1982	
nm1671147	Cleopatra Coleman	1987	
nm1671512	Anamaria Marinca	1978	
nm1671764	Shruti Seth	1977	
nm1671839	Jordan Todosey	1995	
nm1671908	Catherine Wreford	1980	
nm1672020	Igor Legarreta	1973	
nm1672051	Régis Roinsard	1972	
nm1672161	Khaled Hosseini	1965	
nm1672246	Jorma Taccone	1977	
nm1672770	David Heidelberger	1983	
nm1674354	Philip Zimbardo	1933	
nm1674631	Yann Martel	1963	
nm1674903	Lucas Bryant	1978	
nm1675002	Nicholas Elia	1997	
nm1675786	Soha Ali Khan	1978	
nm1676193	Lee Child	1954	
nm1676221	Andy Samberg	1978	
nm1676223	Akiva Schaffer	1977	
nm1676334	Rorie Sherwood	1977	
nm1676420	Deane Ogden	1974	
nm1676649	Nate Parker	1979	
nm1676793	Mark Boal	1973	
nm1678495	Terry Ryan	1946	2007
nm1678557	Ashraf Barhom	1979	
nm1678662	Vinuchakravarthy	1945	2017
nm1679203	Waylon Payne	1972	
nm1679372	Sudeep	1973	
nm1679669	Rosemarie DeWitt	1971	
nm1679769	Marieve Herington	1988	
nm1679778	Sylvia Hoeks	1983	
nm1680312	Tobias Tobbell	1979	
nm1680346	Caprice Crane	1970	
nm1680347	Don DeLillo	1936	
nm1680428	Steve Soto	1963	2018
nm1682400	Spencer Locke	1991	
nm1682433	Barack Obama	1961	
nm1682573	Justin Baldoni	1984	
nm1682660	Michal Czernecki	1978	
nm1682733	Álex González	1980	
nm1682832	Luke Macfarlane	1980	
nm1683094	Aaron Yoo	1979	
nm1683768	Beau Garrett	1982	
nm1684399	Guy Jacobson	1963	
nm1684697	Dan Miller	1967	
nm1684869	Troy Baker	1976	
nm1685408	Dawn Olivieri	1981	
nm1685658	JoJo	1990	
nm1685816	Mike Jackson	1972	
nm1685870	Brad Anderson	1924	2015
nm1686959	Alberto Amarilla	1980	
nm1687610	Grégory Gadebois	1976	
nm1690270	Amber Midthunder	1997	
nm1690331	Kate Nauta	1982	
nm1690482	Damaine Radcliff	1979	
nm1690618	Isha Sharvani	1984	
nm1690630	Rebecca Shoichet	1975	
nm1690632	Frida Farrell	1979	
nm1690966	Joaquim Dos Santos	1977	
nm1692032	Aaran Creece	1968	
nm1692378	Spencer Medof	1981	
nm1693309	Christian Byers	1993	
nm1693432	Jan Cornet	1982	
nm1694285	Norman Manea	1936	
nm1694289	Brain Mantia	1963	
nm1694524	N.T. Rama Rao Jr.	1983	
nm1694619	John Ostrander	1949	
nm1694965	Richard Sellers	1982	
nm1695365	Chandler Williams	1979	
nm1696098	Dany Garcia	1968	
nm1696711	Chitrangda Singh	1976	
nm1697112	Adam Green	1975	
nm1697283	Philip Miller	1964	
nm1697322	Michael Benni Pierce	1980	
nm1697771	Ellie Kendrick	1990	
nm1698040	Chris W. Freeman	1975	
nm1698571	Evan Goldberg	1982	
nm1699025	Ahmet Fuat Onan	1952	
nm1699097	Tolga Savaci	1963	
nm1699394	Ayçin Inci	1980	
nm1699934	Sean Durkin	1981	
nm1700167	Frederik Wiedmann	1981	
nm1700194	Ira Flowers	1978	
nm1700847	Bülent Polat	1979	
nm1701016	Kaniha	1982	
nm1701227	Michelle Chen	1983	
nm1701255	Radha Mohan	1965	
nm1701494	Marc Tulin	1974	
nm1702868	Jisshu Sengupta	1977	
nm1703577	Liu Yifei	1987	
nm1703840	Ingo Vollkammer	1972	
nm1703899	Arnau Bataller	1977	
nm1705083	Lydia Leonard	1981	
nm1705229	Jeremy Camp	1978	
nm1706571	Bret McKinney	1963	
nm1706767	Jonah Hill	1983	
nm1707018	Ryan Whitney	1998	
nm1708171	Mothusi Magano	1979	
nm1708798	Caitlin Glass	1981	
nm1708957	Tamzin Merchant	1987	
nm1710309	Emory Cohen	1990	
nm1711114	Skyler Gisondo	1996	
nm1711203	Lakshmi Manchu	1977	
nm1711829	Steven Strait	1986	
nm1712175	Kelly Vitz	1988	
nm1713246	Paolo Pilladi	1975	
nm1713653	Rain	1982	
nm1715118	AnnaLynne McCord	1987	
nm1715502	Vijay Krishna Acharya	1968	
nm1716242	David Cysar	1975	
nm1716636	Marielle Heller	1979	
nm1717152	Jackson Rathbone	1984	
nm1717183	Samuel Roukin	1980	
nm1717573	Pollyanna McIntosh	1979	
nm1718236	Greg Nicolett	1982	
nm1719342	Cory Monteith	1982	2013
nm1719429	Mike Singletary	1958	
nm1719673	Mirai Moriyama	1984	
nm1719901	Peter R. de Vries	1956	2021
nm1720028	Amber Heard	1986	
nm1720541	David Slade	1969	
nm1720703	Chad Law	1979	
nm1721077	Scott Heim	1966	
nm1721217	Claire Keelan	1975	
nm1722577	DJ Khaled	1975	
nm1723110	Ariel Schrag	1979	
nm1723225	Nishikant Kamat	1970	2020
nm1724319	Sebastian Maniscalco	1973	
nm1724323	Jayma Mays	1979	
nm1725022	Brandon Sawyer	1974	
nm1725195	Mark E. Swinton	1968	
nm1725469	Florian Zeller	1979	
nm1725848	Joe Anderson	1982	
nm1725975	Dylan Jones	1977	
nm1726378	Ben York Jones	1984	
nm1726555	Claudia Traisac	1992	
nm1726993	Sunkrish Bala	1984	
nm1727100	Jay Chou	1979	
nm1727304	Domhnall Gleeson	1983	
nm1727317	Lucas Grabeel	1984	
nm1727356	Rasmus Hardiker	1985	
nm1727367	Tim Heidecker	1976	
nm1727621	Jason Mantzoukas	1972	
nm1727825	Tony Revolori	1996	
nm1728028	Patrick Thomassie	1977	
nm1728301	Erin Cardillo	1977	
nm1728487	Haripriya	1991	
nm1728627	Berna Laçin	1970	
nm1728792	Padmapriya	1980	
nm1728805	Tamara Pender	1982	
nm1728821	Aleksandra Poplawska	1976	
nm1729171	Noam Murro	1961	
nm1729294	Luke Davies	1962	
nm1729382	Murali Gopy	1972	
nm1729447	Onur Ünlü	1973	
nm1729588	Lokman Kondakçi	1952	
nm1729619	Christof Neracher	1970	
nm1729857	Jonathan Dinerstein	1979	
nm1729866	Murat Evgin	1977	
nm1730221	Reid Carolin	1982	
nm1732322	Toby Young	1963	
nm1732403	Brianne Davis	1982	
nm1732981	Martin McDonagh	1970	
nm1733108	Edward Bass	1956	
nm1733301	Dave Gibbons	1949	
nm1733317	Patrick Melton	1975	
nm1733778	Jeff Fowler	1978	
nm1734700	Nelsan Ellis	1977	2017
nm1735367	John Quaintance	1971	
nm1735416	Scott Fitzpatrick	1981	
nm1735642	Jim Sharon	1969	
nm1736193	Lou DiBella	1960	
nm1736225	Godsmack	1995	
nm1736710	Ann Mahoney	1976	
nm1736769	Ariel Winter	1998	
nm1737008	Aron Ralston	1975	
nm1737516	Dave James	1985	
nm1738176	Patrick Heusinger	1981	
nm1738477	Mille Dinesen	1974	
nm1738506	Gamze Gözalan	1962	
nm1738734	David Kajganich	1969	
nm1738737	Yukito Kishiro	1967	
nm1738815	Jean-Pascal Beintus	1966	
nm1739039	Chad Feehan	1978	
nm1739338	Aaron Horvath	1980	
nm1740112	Denise Gough	1980	
nm1740127	Clare Grant	1979	
nm1740500	Sean Devaney	1985	
nm1740772	Christopher Buckley	1952	
nm1741002	Matt Smith	1982	
nm1741856	Ahsaas Channa	1999	
nm1742427	Michaël R. Roskam	1972	
nm1742493	Art Spigel	1972	
nm1742630	Marc Wootton	1975	
nm1742649	Nick Zinner	1974	
nm1742658	Katrina Agate	1997	
nm1743387	Jonathan van Tulleken	1981	
nm1743706	Jon Thor Birgisson	1975	
nm1745426	Alfonso Rodríguez	1957	
nm1745736	Paula Patton	1975	
nm1745965	Greg Hale Jones	1955	2004
nm1746980	Michael Cassidy	1983	
nm1747013	Adam Levine	1979	
nm1747215	Alex Young	1971	
nm1747554	Selahattin Firat	1930	2018
nm1747807	Fausto Mata	1971	
nm1747924	Jim Parrack	1981	
nm1748489	Zulay Henao	1979	
nm1748545	Agnes Kittelsen	1980	
nm1748780	Darya Charusha	1980	
nm1749035	Subodh Chopra	1972	2021
nm1749192	Sabri Demirdögen	1942	
nm1749315	Rockline Venkatesh	1963	
nm1749863	Nahikari Ipiña	1977	
nm1750778	Emrah	1971	
nm1751315	Cornelia Funke	1958	
nm1751474	María Ruiz	1980	
nm1752186	Alexandra Moen	1978	
nm1752221	Gina Rodriguez	1984	
nm1752231	Darren Shan	1972	
nm1752642	David Bell	1976	
nm1753553	Will Hodgkinson	1969	
nm1753704	Jannis Niewöhner	1992	
nm1754059	Natalie Dormer	1982	
nm1754159	Ayesha Kapoor	1994	
nm1754210	Lydia Mackay	1977	
nm1754239	Annie Mumolo	1973	
nm1754366	Tika Sumpter	1980	
nm1754499	Cecelia Ahern	1981	
nm1754526	Tom Junod	1958	
nm1754593	Bob DeBrino	1951	
nm1754657	Chris Panizzon	1974	
nm1754850	Frédéric Thoraval	1973	
nm1755213	Reid Collums	1981	
nm1755959	Jacob Davich	1990	
nm1756533	Charles David Denler	1965	
nm1757671	Robert Conway	1979	
nm1757691	R.J. Cooper	1981	
nm1758139	Anuradha Mehta	1983	
nm1758558	Ryil Adamson	1962	
nm1758989	Todd Grinnell	1976	
nm1759835	Zoya Afroz	1994	
nm1760242	Sammi Kane Kraft	1992	2012
nm1760272	Margarita Levieva	1980	
nm1760707	Nil Ünal	1963	
nm1760796	Ünal Küpeli	1945	
nm1760830	Kyle Newacheck	1984	
nm1761126	Takeshi Obata	1969	
nm1761193	Nicolaas Bertelsen	1975	
nm1761209	K.C.N. Chandrasekhar	1952	2021
nm1761609	Heather Fenoughty	1979	
nm1761677	Brandon Slagle	1977	
nm1761718	Derek Ambrosi	1975	
nm1761758	Sedat Karadeniz	1957	
nm1762349	Scott Christian Sava	1968	
nm1764169	Carrie Keagan	1980	
nm1764351	Nicky Whelan	1981	
nm1764581	Eric Friedler	1971	
nm1764586	Fabio Guaglione	1981	
nm1764667	Mae Edwards	1967	
nm1764787	Javier Limón	1973	
nm1764916	Mark O'Donnell	1954	2012
nm1764920	Joe Piscatella	1972	
nm1765584	Erica Schmidt	1975	
nm1767218	Lee Toland Krieger	1983	
nm1767820	Samantha Hanratty	1995	
nm1768177	Zak Forsman	1974	
nm1768298	Jhumpa Lahiri	1967	
nm1768304	Gee Malik Linton	1973	
nm1768696	Gino Roy	1982	
nm1769806	Trevor Donovan	1978	
nm1770256	Paul Rust	1981	
nm1770380	Junko Bailey	1975	
nm1771086	Yasuhiro Irie	1971	
nm1771221	Michael Petrella	1982	
nm1771405	Brett Forbes	1977	
nm1771771	Katsuya Kobayashi	1981	
nm1772659	Micky Skeel Hansen	1988	
nm1772997	Gabriel Sunday	1985	
nm1773192	Honey Chhaya	1930	2016
nm1773268	Alexie Gilmore	1976	
nm1773569	Shonali Bose	1965	
nm1775091	Danai Gurira	1978	
nm1775177	Graham Phillips	1993	
nm1775206	Scarlett Sperduto	1999	
nm1776168	Charles Mnene	1985	
nm1776651	Matthew Parker	1976	
nm1776792	Jesse Adams	1970	
nm1777967	A.L. Vijay	1979	
nm1777985	Terry Williams	1948	
nm1778479	Eugene Hutz	1972	
nm1778495	Shizuka Itô	1980	
nm1778686	Wasabi Mizuta	1974	
nm1778703	Neil Nitin Mukesh	1982	
nm1778939	Steve Della Casa	1953	
nm1779107	Moyoco Anno	1971	
nm1779702	Ayesha Takia	1986	
nm1779809	Bob Barlen	1980	
nm1779870	Brit Marling	1982	
nm1779941	Lucy Dahl	1965	
nm1780039	Nick Shumaker	1979	
nm1780055	Naoki Urasawa	1960	
nm1780191	Leonard McLeod	1955	
nm1780277	Henning Brümmer	1971	
nm1780337	Gökhan Tiryaki	1972	
nm1780485	Natalie Sanfilippo	1976	
nm1780746	Gabriel Sedgwick	1978	
nm1782235	Ward Horton	1976	
nm1782299	Imogen Poots	1989	
nm1782560	Adam Sevani	1992	
nm1782667	Matt Lanter	1983	
nm1783075	Ayumi Fujimura	1982	
nm1783265	Tim Miller	1964	
nm1784831	Lije Sarki	1977	
nm1784872	Ptolemy Slocum	1975	
nm1785004	Shengyi Huang	1983	
nm1785339	Rami Malek	1981	
nm1785575	Jaime Winstone	1985	
nm1785756	Joy Harjo	1951	
nm1786062	Müslüm Gürses	1953	2013
nm1786345	Valentin Dimitrov	1980	
nm1787651	Todd Berger	1979	
nm1789084	Xing Yu	1978	
nm1789524	John Cunliffe	1933	2018
nm1789621	A. Troy Thomas	1964	
nm1789876	Kathryn Francis Tucker	1978	
nm1789970	Addison Timlin	1991	
nm1790970	Jessica Williams	1989	
nm1791103	Nathan Johnson	1976	
nm1791785	David Kennedy	1942	2015
nm1791813	L.J. Strong	1971	
nm1792652	Simon Phillips	1980	
nm1793079	Fede Alvarez	1978	
nm1793146	Megan Anderson	1978	
nm1793387	Nick Flynn	1960	
nm1793617	Eric Reed	1970	
nm1793993	Christopher Priest	1943	
nm1794136	Gary Webb	1955	2004
nm1794460	Asif Basra	1967	2020
nm1794484	Eddie Beasley	1981	
nm1795218	Dean Dinning	1967	
nm1795232	Deepak Dobriyal	1975	
nm1795989	Leo Howard	1997	
nm1796057	Max Irons	1985	
nm1796924	Volker Michalowski	1971	
nm1797214	Suzuka Ohgo	1993	
nm1797444	David H. Pickering	1979	
nm1798449	Juhan Ulfsak	1973	
nm1799038	Vidya Balan	1979	
nm1799974	Miriam Heard	1978	
nm1800111	Mao Inoue	1987	
nm1800447	Rocío León	1984	
nm1800670	Charlene McKenna	1984	
nm1801022	Lisa Pepper	1976	
nm1801800	Sharni Vinson	1983	
nm1801841	Gemma Ward	1987	
nm1802039	Henric Brandt	1977	
nm1802209	Nick Kroll	1978	
nm1802388	Owen Trevor	1978	
nm1802493	Augusten Burroughs	1965	
nm1803036	C. Robert Cargill	1975	
